userName,score,content,at,sentiment
Arif Muhammad,1,Membosankan skarang.Enakan yg versi lama.Trayek Pesawat luar nya bnyak yg akan d beli tiap bandara.Yg skarang smakin d update smakin jelek.Nyesel saya update Mending saya hapus Kecewa saya.Dri awal game ni ada saya main.Skarang malah mngcewakan Tlong kmbalikan k versi lama,2023-08-04 12:00:31,negatif
Bapak - Bapak,4,"Setelah update, saya tidak paham bagaimana melakukan kontrak koneksi dengan pemain lain. Masukan untuk developer : masukkan CHANGI International Airport yang notabene pemegang bandar udara terbaik terlama, alih - alih bandar udara seperti Prague, Innsburg, .",2023-08-04 11:00:08,positif
Rafi 30,5,Bagus banget kak game nya,2023-08-03 13:29:08,positif
Jack Harleman,3,"Saya sedikit kecewa karena game ini terlalu berat, namun tidak lah seru, tolong tambahkan sesuatu yang seru!",2023-08-03 13:01:09,netral
Sanuri Alex,5,Gamenya bagus sangat keren pesawat pesawat di bandara nya juga keren pastikan kalian download dan juga jangan lupa subscribe channel Master bis adalah salah satu orang terkaya di Amerika Serikat saya saja sudah pernah waktu jalan-jalan ke Amerika dikasih 276 dolar kalian harus pastikan nonton Master Bean subscriber dia juga paling banyak loh mencapai 2000 juta subscriber dan uangnya juga banyak aku pernah ke Amerika Serikat dikasih 276 dolar dia bisa bahasa Indonesia juga jangan lupa subscribe,2023-08-03 08:02:02,positif
isum sumiati,5,Gem nya bagus tapi tolong di abrgeret lagih,2023-08-03 02:02:07,positif
Alif Triaji,3,"Cuman operator bandara, lumayan lah",2023-08-02 15:42:48,netral
Azza Sulthan,4,Bagus gamenya tapi tolong yang koin emas sama silver nya banyakin ya untuk sementara ini kasih bintang 4 dulu kalau udah uldate dan mudah nyari silver dan emas nya aku kasih bintang 5 ya,2023-08-02 08:00:36,positif
Janio Amaral,5,Mantappp,2023-08-02 03:48:52,positif
Akuy Akuy,1,"Npa kga bisa k buka d hp oppo f5, Udah istall besar"" mlh kga bisa k buka haduh",2023-08-01 11:05:14,negatif
Andi Paluseri Rivai,1,Bad version,2023-08-01 10:24:06,negatif
Roy Arnaldo,4,Gad,2023-08-01 09:16:30,positif
Muhammad Fakhri,5,Terima kasih banyak Haug.land updatenya bagus banget apresiasi setinggi-tingginya untuk tim Haug.land semoga next update diperbaiki yg kurang di versi sekarang,2023-08-01 00:38:08,positif
Agus Rohimat,5,"Untuk update berikutnya perbaiki pesawat b787 dan a320 nya jadi real ,dan tambahkan lagi pesawat lainnya..",2023-07-30 19:08:18,positif
ANAK TRANS CHANEL,1,Pas sanya download game nya kok gak masuk masuk padahal jaringan nya bagus kok baik lancar sampai batrei nya habis panas tetap gak bisa masi loding nya aja gak berubah ubah satu pun gak ada tampilan yang terganti sekali pun tolong pas sanya download game ini harus udah bisa semua gak mau tau bintang 5 aku tunggu🙏🙏🙏🙏🙏,2023-07-30 04:35:16,negatif
Agus Heri Setiawan,4,"Untuk gameplay dan grafik sudah baik,namun tidak ada animasi gear up dan down . Tolong untuk kedepannya tambahkan bandara dari asia tenggara mungkin Changi internasional airport atau Bali internasional airport. Next update tambahkan animasi gear up dan gear down. Thanks",2023-07-30 04:28:59,positif
"kk, upin",4,Gem ini terlalu banyak iklan,2023-07-29 14:24:07,positif
Padani Klaten,3,Game asik tapi gak seru,2023-07-29 09:34:02,netral
Luh Gede Karyani,2,"When lu udh suka bgt sama ni game tiba2 tsuck loading kan anj, mana pas masuk bandaranya loading nya lama bgt gw kecewa sama ni game gw pulang sekolah udh seneng bgt mau main ni game tapi apa yg gua dapet malah sampah 😫😩",2023-07-28 08:36:11,negatif
Welly Agus Saputra,1,"Untuk update nya sekarang dari grafik sudah good , tapi masih kelihatan kurang karena harus pakek sistem kontrak jadi kelihatan bandara agak sepi .. jadi kurang asikk tolong developer agar bermain buat lebih nyaman",2023-07-27 14:09:19,negatif
Sasono Udijanto,5,Usul...Pesawat DC 10. Terima kasih,2023-07-26 13:38:25,positif
Erick,5,"lagi 60% gw blum tau gimana cara main ya wkwk soal ya rating ya bsar 4,3 jdi gw dowloadd",2023-07-26 12:04:34,positif
nazli ajha,1,"Tambah jelek, kedatangan pesawat terlalu lambat, bandara menjadi nganggur.... Jika tidak ada pembaharuan untuk perbaikan uninstall aja.",2023-07-26 11:53:54,negatif
davin reinerd,5,Gem ini sangat bagus sekali .🥰🥰🥰,2023-07-25 08:03:55,positif
AQLAN DZAKY PRIYASAKHA,3,Kurang bagus tapi minta tolong update ya biar lebih bagus,2023-07-25 04:14:36,netral
Ibrahim Naufal,3,"tolong perbaiki model dari pesawat a320, a350, b787, b777f, b747-8, dan beberapa pesawat yg tidak memiliki pilot di kokpitnya agar terlihat seperti nyata",2023-07-23 23:08:40,netral
Rozi Lacino,5,Aku suka game nya dan keren🤩🤭,2023-07-23 15:31:44,positif
Farid Aziz P.,1,Saya download lama banget,2023-07-23 11:32:09,negatif
Khairandra Vandehuang,3,"how to earn money that the Park lot is 5,000-15,000 but we just get 200-500/plane? and add some unbuild the Park lot",2023-07-23 08:14:17,netral
Muhammad Abi wicaksono,3,Sorry for the game it's already good but it lacks CGK and DPS airports and the lack of planes please update 🙏☺️,2023-07-23 02:27:33,netral
Indra Suprinyanto123,5,hd banget kalian WAJIB DOWNLOAD,2023-07-22 09:30:11,positif
Aji mulyanto Mulyanto,5,Game nya bagus untuk kedepan nya saya harap di tambahin mikrofon untuk berbicara sama pilot saat akan mendarat dan juga di fi tambahin pelacak pesawat atau lalulintas penerbangan itu saja sekian Terima kasih,2023-07-21 06:52:49,positif
Angga Nep,1,Pesawat pesawat Indonesia tidak ada,2023-07-20 21:08:47,negatif
Idham Pane,2,Masih ad bug nya,2023-07-20 18:06:57,negatif
CNANNEL GBS INDONESIA,4,"Please update in the future, we can go around the airport, we can see the plane from below and we can take pictures, hopefully we will respond",2023-07-20 14:42:04,positif
Ardan Wardana,4,GM yah bagus tapi. Lama gunduh yah,2023-07-20 02:58:12,positif
Ak Boboiboy,4,"Update nya bagus grafik nya jga dan penampilan game nya juga jadi lebih keren di sesuaikan dengan perfoma hp tapi biaya untuk kontrak pesawat tipe x sangat mahal dan terlalu ribet kalau setiap kontrak habis harus diperpanjang, itu saja keluhan saya",2023-07-19 12:22:05,positif
Zamzami Mirza09,5,🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢🅑🅐🅖🅤🅢 . -,2023-07-19 12:15:42,positif
Zone Autopart,3,"Setelah update, terasa kurang seru main nya, karena kedatangan pesawat agak lambat, sehingga bandara terkesan nganggur, gak seperti sebelumnya traffik line nya penuh dan mudah utk dimainkan.",2023-07-19 12:10:25,netral
Rhenaldy F,5,"everything is good and very realistic gameplay. I love this game👍. but unfortunately during play there are some quite annoying bugs such as when leaving/wanting to change the airport suddenly a blackscreen, then the plane doesn't want to depart even though all the handling has been completed. just that. btw, it would be better if the old features are maintained in this version, such as automatic arrival/landing.",2023-07-19 10:41:32,positif
Ahmad Jailani,1,"what do you guys do with the numbers of levels, it's really annoying because there are too many numbers to level up",2023-07-19 04:53:37,negatif
Adik Aqeel,5,Game nya bagus tapi mohon murah kan harga pesawatnya,2023-07-19 04:15:33,positif
Gadang adhy Karuniawan,3,Setelah di update terbaru per Tanggal 19/07/2023 malah tidak bisa di buka...mohon untuk di perbaiki kembali...,2023-07-19 03:34:04,netral
Aji official,4,Game mudah di pahami kendala nya cuma satu yaitu pengen naik level harus beli,2023-07-18 23:40:31,positif
Yusuf Mardian,3,Lending dan take-off ribet terlalu banyak konfirmasi,2023-07-18 19:57:41,netral
Riyo Hanzamu,1,Atasi keluhan pemain,2023-07-18 11:55:28,negatif
Yusril Ihza Prasetya,5,Pada upadte baru kali ini sangat memberikan banyak sekali perubahan baik dari segi grafis maupun mekaniksme gameplay yang menurut saya sudah cukup detail terutama dari segi kontrak yang diberikan sehingga kita tahu pesawat mana saja yang akan transit dari bandara kita. Fitur leveling yang pada update kali ini ditingkatkan juga menambah motivasi player bermain ini dalam jangka panjang karena reward yang ditawarkan pada setiap levelnya layak untuk didapatkan. Nice update 👍,2023-07-18 02:58:52,positif
Fino G bastian,3,Game nya kurang bagus,2023-07-18 02:07:29,netral
Faid Akbar,1,"Update terbaru makin ancurrr, lebih baik versi yang sebelum nya!! Makin ribettt!!",2023-07-18 00:53:43,negatif
Ardhi Yudha,1,Pay to win,2023-07-17 17:35:41,negatif
Rhio Priambodo,4,Saya kurangi.setelah update stuck diloading trs,2023-07-17 17:04:49,positif
Rofiq Ramdhani,5,Mantap bagus tapi gimana cara buka badara sxm,2023-07-17 11:20:42,positif
Muslimin Parman,5,Game ini seru tapi kurang seru karena bandara negaranya hanya ada di eropa saya sarankan tambahkan negara yang ada di dunia seperti asia dan juga tambahkan negara indonesia dan juga bandaranya seperti bandara soekarno bandara fatmawati soekarno putri bengkulu dan bandara lainnya di indonesia dan juga tambahkan juga satu negara kalau menurut aku tambahkan negara indonesia dan bandaranya adalah bandara fatmawati soekarno putri bengkulu,2023-07-17 02:00:18,positif
M. Rifa'i Al Qassam,2,Pas main gemnya keluar teruss sampe aku uninstal tetep sama,2023-07-16 04:00:58,negatif
Aldi Muhammad Fadly,3,"Overall game nya bagus dan menarik buat di mainin, tapi sistem penghasilan nya kecil banget",2023-07-16 03:03:14,netral
Kevin Yulia,1,Jelekkkkkkkkkkkkkk,2023-07-16 01:03:15,negatif
Rizki Fajrian,3,Saya ingin menyarankan agar pesawat bisa landing dan take off otomatis tanpa konfirmasi karena itu bisa mengjambat permainan karna gameplay yg rumit dan memusingkan,2023-07-15 15:49:07,netral
Siti Choiriyah,5,bagusssssssss,2023-07-15 15:18:17,positif
SUTA DZ,5,Nice Games,2023-07-15 13:47:17,positif
Akhtar Azhari,1,Tidak bagus tidak bisa dimainin gambarnya itu-itu terus,2023-07-15 13:38:15,negatif
Faathir Athaya,4,Bagus tapi ga bisa ganti aku yaa????,2023-07-15 10:18:42,positif
May,1,Ini gime keren,2023-07-15 04:25:08,negatif
Pengguna Google,1,"Harus top up, pesawat harus manual tidak bisa otomatis dari kedatangan hingga pergi. Emas mahal, uang susah",2023-07-14 19:21:25,negatif
Rayyanka Al Fatih,4,Gamenya sih kok belum tahu apakah,2023-07-14 05:12:40,positif
Jaya Isvara16,1,Gak bisa d mainin,2023-07-13 17:41:56,negatif
Andhita Haliza,5,Game nya seru banget,2023-07-13 14:34:44,positif
Hadi Putra,1,"ngeri banget game yang lain di update tambah bagus, game ini kebalikannya uninstall si jika belum ada perbaikan lagi padahal udah lama main.",2023-07-13 13:07:16,negatif
Abem Ohye,4,Bagus permainannya apalagi aku cita citanya jadi peramugara tapi tidak tercapai,2023-07-13 11:20:29,positif
Ipah 2kd Innova,5,Seru tapi kurang,2023-07-13 08:17:21,positif
viki miranda,5,dari. rahmat,2023-07-13 02:46:42,positif
Geprek Mantull,4,Mana bandara halim Perdanakusuma,2023-07-12 13:32:35,positif
yoel,2,Saya suka game ini karena grafiknya bagus,2023-07-12 12:56:29,negatif
Tyenz shie,1,Game apaan ribet banget main nya cuman bisa tonton bandara nya doang,2023-07-12 07:52:46,negatif
Wianda Dewi Puspitasari,3,"Gamenya bagus, tapi menurutku terlalu monoton.",2023-07-12 05:34:24,netral
dewi 5ari,5,gerafik ya bagus dan enak dinpandang,2023-07-12 01:19:12,positif
Juherr,3,"Sebenarnya update terbaru ini sangat bagus, tapi entah mengapa, untuk mekanik yang sekarang itu terlalu ribet. Saya lebih suka game yang dulu, karena lebih simpel dan mudah dimainkan.",2023-07-11 05:08:09,netral
Bagus Wisnuwicaksono,1,aplikasinya ngak keren banget masa aku hapus chache ambek hapus data ono ngak bisa masuk lagian memori gede kecilkan po devoloper,2023-07-10 23:58:54,negatif
saka asytar,5,Gem nya sangat bagus dan realistis seru banget sumpah,2023-07-10 05:18:44,positif
Rhea Anjja,4,Game nya banyak iklan,2023-07-09 12:16:38,positif
Paskal 09,5,Bagus sekali gem ini,2023-07-09 07:22:20,positif
Harrinda Angki,1,Jadi ribet dan jelek,2023-07-08 21:40:48,negatif
Romansa Putra (Roman),1,"Setelah Update Sangat TIDAK MENYENANGKAN, Saya menyangkan update ini. Untuk tampilan bagus, Tapi sekarang Makin ribet banget.",2023-07-08 19:32:25,negatif
aksara ghava,1,Update yang baru bagaimana cara ganti akun nya? Masih bagus versi yang lama,2023-07-08 15:46:14,negatif
Nenek Bar bar,5,Woww ini baru world of airport mantap 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍⭐⭐⭐⭐⭐⭐⭐🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟,2023-07-08 13:52:59,positif
Za Kir,1,Gk bisa masuk😭😭😭,2023-07-08 13:44:05,negatif
Ken Hyoga,5,WOW WORLD OF AIRPORT SHUTTLE,2023-07-08 10:36:57,positif
Slot Gacor,1,Please return it to the previous version.. The earlier version was just as good as it was when she might have added the features. The version that now leaves us disappointed,2023-07-08 09:51:01,negatif
Dony Zola,5,"suaranya sudah mantap/lumayan besar, tapi setelah update knapa take off nya jalan pesawat nya kaya merayap, tidak sekencang sebelum di udate",2023-07-08 07:36:19,positif
Raisya Avrlya,1,Kakoga bisa,2023-07-08 03:24:36,negatif
Liki Sc,1,Game kntl,2023-07-07 18:24:40,negatif
Agus Setianto,1,Kembalikan versi yang dulu. Pensiun main game ini.,2023-07-07 17:41:58,negatif
JOO 13,1,Kenapa tambah ribet sih,2023-07-07 09:47:22,negatif
Hagai gabriel L.T,1,1.Harga emasnya gak ngotak... 2.beli pesawatnya juga pake emas 3.emasnya harus di top up Saran: Pliss harga emasnya jangan mahal mahal ini terlalu mahal harga 2 emas aj 200.000rpan gila,2023-07-07 09:38:32,negatif
Mukhammad Barly Dzulqornain,1,Lebih bagus yang lama ini ribet banget landing aja harus konfirmasi lagi. Truss kalau pas penanganan harus ada pemilihan jumlah kru. Tanbah ribet enak yang dulu mending uinstall aja kalau makin update makin ribet,2023-07-07 07:58:19,negatif
Ngaktau Ah,5,sangat seru,2023-07-07 07:30:43,positif
Sukrin Usman,1,Game ini kayak babi anak asu,2023-07-07 00:06:00,negatif
RAHMAD C,2,update makin keren x Update makin ribet ✓ whyyy? kembali ke update sebelumnya,2023-07-06 17:15:37,negatif
Fadhil Keltuy,3,mengapa di update terbaru ini tidak bisa keluar dari hangar?,2023-07-06 08:53:38,netral
Abdul Rauf,4,I hope the runways for arrivals and departures are separated as before the renewal because it makes it difficult for me to speed up the departure and arrival of planes,2023-07-06 08:03:14,positif
Fendra Afrialdi,5,Seru pelepas suntuk mantap..... Tambahkan juga bandara soekarno hatta dan bandara international minangkabau,2023-07-06 07:51:49,positif
rAju winata,2,saya pengguna baru saya kasih bintang 2 dulu ya,2023-07-06 07:32:56,negatif
Bayu Ferdiansah,3,"Grafik nya emang tambah bagus sih, tapi sayang mekanik nya berubah, Jadi males mainin. balikin mekanik yang dulu lah 🥱",2023-07-06 05:51:11,netral
Jerry Noel,4,Kenapa setelah game nya di update ke versi 2.0.0 game nya menjadi ribet dan level di bandara nya di reset semua. Tolong dong developer untuk game nya di jadikan lebih simpel. Contoh nya saat pesawat ingin take off harus otomatis pencet tombol take off padahal di versi sebelumnya saat pesawat take off itu manual sendiri. Tetapi grafis di game nya setelah di update ke versi 2.0.0 sudah bagus. Semoga ulasan saya dibalas,2023-07-06 05:09:22,positif
M.raffi Ramadhan,1,Jelek jangan di download,2023-07-06 03:00:43,negatif
George Matthews,3,"Tampilan baru sangat bagus lengkap tapi membingunkan , jadi tidak terliat pesawat yg dilandasan",2023-07-06 02:28:54,netral
Vincentius A Paulo Teddy Hananto,2,kembalikan seperti yang lama. setelah update makin ribet. terutama di sistem landing. bikin otomatis kayak dulu dong,2023-07-06 02:02:29,negatif
Akhbarona Fauzan,2,Why is the game loading so long please fix that bug,2023-07-06 00:38:49,negatif
Muhamad Randi,5,Buat woa tolong dong tambahin bisa bicara bersama pilot sebelum take off dan sebelum landing biar lebih realistis lagi moga update selanjutnya lebih baik lagi tanks you dari saya,2023-07-05 19:27:15,positif
Muhamad Rasya,4,Game nya sudah bagus cuman saya lebih suka ui versi sebelum nya di bandingan versi 2.0 karena sangat membingungkan,2023-07-05 15:28:35,positif
Septian Bayu Kurniato2341,4,Sudah di download tapi ngestuck di loading doang 🥲 apa mungkin hp saya ga kuat ya,2023-07-05 10:18:48,positif
Wisnu Arya pratama,5,Makasih ya devpoleper WOA aku sangat berterima kasih karna kamu sudah mendetailkan permainan ini makasih ya,2023-07-05 05:54:37,positif
Satria Maulana,5,"Update nya terlalu ekstrim, beli pesawat harus pakai emas kemarin tidak padahal sudah berjuang keras, mendapatkan emas juga susah kapan bisa beli pesawat tipe X kalo gitu. Untuk fitur nya tolong otomatis muncul yaa karena percuma harus klik lagi contoh game unmanted control otomatis pindah saat di perlukan aksi, game nya lebih rumit kalo misal rush hour!! Kontrak juga gak masuk akal beli nya tolong perbaiki lagi yaaa",2023-07-04 23:26:20,positif
Azhari Ridho,3,Tolong opsi percepatan pelayanan bandara di adakan sebelum update ke versi 2.0 ini,2023-07-04 22:52:25,netral
Al ghazali,5,Nice apdate👍🏻,2023-07-04 20:32:19,positif
Aliprisqia 52,1,Game ngga jelas aku loding terus,2023-07-03 19:13:13,negatif
Denok Dekblung,1,Wrid OfAirports,2023-07-03 13:32:38,negatif
Syahrul Gunawan,1,Gamenya ngeselin,2023-07-03 10:25:18,negatif
Reyhan Palembang,5,Ini bagus sekali tolong di online kan,2023-07-03 07:56:56,positif
Muhammad Alfarizqi,5,"Menurut saya game ini melebihi ekspetasi karena sangat realistis dan grafiknya cukup bagus, dan saya hanya ingin saran agar livery nya bisa di beri nama kustom yang maksudku bisa setiap hari ganti atau bisa buat livery sendiri dibandingkan hanya warna saja yang diganti, namun saya tidak kecewa kok",2023-07-03 06:05:03,positif
Kusewhistle紫の,5,Oke akhirnya saya langsung berubah pikiran ketika menunggu lamanya mendownload ini game..,2023-07-02 17:33:55,positif
Devri Nilawati,5,"Wow,game bagus sekali kalian download game ini kalau kalian gak download nyesel Lo☺️☺️☺️",2023-07-02 14:22:09,positif
